Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location,Historical Wards 2003-2015,Wards,Community Areas,Zip Codes,Census Tracts
Oakland,36,Multifamily,"Oakwood Shrs 1A, 1B, 2A, 2B1 (scattered sites)",3859 S. Vincennes Ave.,60653,773-373-1300,The Community Builders,534,1180730.09575241,1879250.69262958,41.8239192007,-87.6124684434,"{'latitude': '41.8239192007', 'longitude': '-87.6124684434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,582
Belmont Cragin,19,Senior,Senior Suites of Kelvyn Park,2715 N. Cicero Ave.,60639,773-252-0333,Senior Lifestyle Corp.,85,1143963.7949966,1917674.64689742,41.9301265688,-87.7463885389,"{'latitude': '41.9301265688', 'longitude': '-87.7463885389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,17,19,22615,305
North Lawndale,29,Multifamily,Dr. King Apts.,1550 S. Hamlin Ave.,60623,773-776-7233,Lawndale Christian Residential Svcs.,45,1151263.62345472,1891891.93010818,41.8592359223,-87.720240298,"{'latitude': '41.8592359223', 'longitude': '-87.720240298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,30,21569,33
Lakeview,6,ARO,Clarkview Apts.,3228 N. Clark St.,60657,773-562-6149,Glascott Realty,2,1169778.21100716,1921699.27186513,41.9406462133,-87.6514095081,"{'latitude': '41.9406462133', 'longitude': '-87.6514095081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,25,57,4449,731
Uptown,3,ARO,4420 N. Sheridan Apts.,4420 N. Sheridan Road,60640,312-342-9655,Quest Chicago,1,,,,,,,,,,
West Town,24,Multifamily,La Estancia,2753 W. Division St.,60622,773-227-6332,Bickerdike Redevelopment Corp.,59,1157605.97946191,1907820.48062404,41.902818751,-87.6965255554,"{'latitude': '41.902818751', 'longitude': '-87.6965255554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,49,25,21560,543
Logan Square,22,Multifamily,1879 N. Milwaukee,1879 N. Milwaukee Ave.,60647,773-697-5276,Peak Properties,2,,,,,,,,,,
East Garfield Park,27,Multifamily,Homan Square Apartments Phase I,750 S. Homan Ave.,60624,773-722-7320,Realty & Mortgage Co.,50,1153790.48476092,1896268.99094944,41.8711971734,-87.7108484249,"{'latitude': '41.8711971734', 'longitude': '-87.7108484249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,28,21572,685
Humboldt Park,23,Supportive/Males 18-24yrs.,Solid Ground Supportive Housing Program,3507 W. North Ave.,60647,773-276-4900,"La Casa Norte, Inc.",35,1152641.11537222,1910367.06344281,41.9099064976,-87.7146950394,"{'latitude': '41.9099064976', 'longitude': '-87.7146950394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,49,24,22535,422
West Town,24,ARO,1237 N. Milwaukee Ave.Owner LLC,1241 N. Milwaukee Ave.,60622,312-883-7331,CIM Group,6,1165423.81232186,1908434.93069578,41.9043420044,-87.667791761,"{'latitude': '41.9043420044', 'longitude': '-87.667791761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,25,21560,482
Logan Square,22,Multifamily,Zapata Apts.,3734 W. Cortland St.,60647,773-227-6332,Bickerdike Apartments,30,1151016.2570625,1912402.3566704,41.9155235348,-87.720610728,"{'latitude': '41.9155235348', 'longitude': '-87.720610728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,49,23,22535,388
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3108 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155507.65051345,1903207.94670113,41.890204017,-87.7043573374,"{'latitude': '41.890204017', 'longitude': '-87.7043573374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21184,177
Woodlawn,42,Multifamily,65th Street Apts.,848-58 E. 65th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1183196.23965709,1862140.11489317,41.7769092523,-87.603953777,"{'latitude': '41.7769092523', 'longitude': '-87.603953777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,347
Avondale,21,ARO,The Field's Lofts,4000 W. Diversey Ave.,60639,773-327-6146,33 Realty,12,,,,,,,,,,
Auburn Gresham,71,Senior,Auburn Commons,1626 W. 87th St.,60620,773-238-0850,"Urban Property Advisors, LLC",72,1166895.23997238,1847057.79550948,41.7358851523,-87.6641427166,"{'latitude': '41.7358851523', 'longitude': '-87.6641427166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,13,70,21554,532
Englewood,68,Senior,Sangamon Terrace,6415 S. Sangamon St.,60621,312-234-9400,Evergreen Real Estate Services,34,1171120.28837403,1862217.20541804,41.7773933302,-87.6482214016,"{'latitude': '41.7773933302', 'longitude': '-87.6482214016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,2,66,21559,436
Oakland,36,Senior,Oakwood Shores Terrace,3755 S. Cottage Grove Ave.,60653,773-373-1300,"The Community Builders, Inc.",148,1181955.52013662,1880134.93150733,41.826317314,-87.6079454471,"{'latitude': '41.826317314', 'longitude': '-87.6079454471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,221
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3215 W. Huron St.,60624,773-227-6332,Bickerdike Apts.,6,1154724.08594761,1904442.81077501,41.8936083276,-87.7072018666,"{'latitude': '41.8936083276', 'longitude': '-87.7072018666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,177
East Garfield Park,27,Multifamily,Homan Square Apartments Phase VI,3609 W. Arthington St.,60624,773-722-7320,Realty & Mortgage Co.,52,1152417.1780591,1895758.86874347,41.8698245594,-87.7159038458,"{'latitude': '41.8698245594', 'longitude': '-87.7159038458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,30,21572,98
West Garfield Park,26,Senior,Midwest Apts.,6 N. Hamlin Blvd.,60624,773-265-0323,Holsten Management Corp.,276,1151025.52582272,1899809.61951159,41.8809676236,-87.7209069325,"{'latitude': '41.8809676236', 'longitude': '-87.7209069325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,27,21572,658
Near West Side,28,Multifamily,St. Andrew's Court,50 N. Hoyne Ave.,60612,312-226-7620,St. Andrew's Court LP,15,1162359.52633492,1900563.44456826,41.8828067022,-87.6792681084,"{'latitude': '41.8828067022', 'longitude': '-87.6792681084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,46,29,21184,37
New City,61,Senior,New City Supportive Living,4707 S. Marshfield Ave.,60609,773-376-1223,BMA Management Ltd.,101,1166174.27531442,1873464.5181182,41.8083640191,-87.666033435,"{'latitude': '41.8083640191', 'longitude': '-87.666033435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,59,14924,740
Montclare,18,ARO,Harlem & Wrightwood,2601-19 N. Harlem Ave.,60707,312-671-0777,NOAH Properties,2,1127689.87294364,1916489.61525647,41.9271648255,-87.8062190443,"{'latitude': '41.9271648255', 'longitude': '-87.8062190443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,7,18,4454,136
North Lawndale,29,Multifamily,Park Doulglas,1345 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,17,1158291.04749663,1893459.95516573,41.8633981467,-87.6944018945,"{'latitude': '41.8633981467', 'longitude': '-87.6944018945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
West Ridge,2,Senior,G & A Senior Residences at Ravenswood,1818 W. Peterson Ave.,60660,773-381-7400,Eastgate Village Senior Corp.,89,1162949.47194798,1939941.18931285,41.9908491577,-87.6759930884,"{'latitude': '41.9908491577', 'longitude': '-87.6759930884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,24,20,4451,43
Uptown,3,ARO,Somerset Place Apts.,5009 N. Sheridan Road,60640,317-596-2168,Zidan Management Group,16,1168763.55917347,1933706.92116403,41.9736177254,-87.6547892431,"{'latitude': '41.9736177254', 'longitude': '-87.6547892431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,16,31,22616,635
Grand Boulevard,38,Multifamily,Geneva Gables,4420-24 S. Michigan Ave.,60653,773-924-7700,Tri-Mart Management Co.,65,1177858.68569568,1875634.19717979,41.8140608614,-87.6231122243,"{'latitude': '41.8140608614', 'longitude': '-87.6231122243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,4301,393
Near North Side,8,Multifamily,Parkside of Old Town IIB,459 W. Division St.,60622,312=944-8500,Holsten Real Estate Dev. Corp.,94,1172865.27076405,1908241.23651266,41.9036488171,-87.6404632193,"{'latitude': '41.9036488171', 'longitude': '-87.6404632193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,37,14926,148
Norwood Park,10,Senior,Senior Suites of Norwood Park,5700 N. Harlem Ave.,60631,888-339-2315,Senior Lifestyle,84,1127328.8153755,1937441.87283571,41.9846662832,-87.8070730079,"{'latitude': '41.9846662832', 'longitude': '-87.8070730079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34,29,36,22243,733
Jefferson Park,11,Senior,Senior Suites of Jefferson Park,5400 N. Northwest Hwy.,60630,773-775-7333,Senior Lifestyle Corp.,73,1136226.97129509,1935211.18542146,41.9783903918,-87.7743995653,"{'latitude': '41.9783903918', 'longitude': '-87.7743995653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,50,11,21869,693
Oakland,36,Multifamily,Lakefront Phase II,1120 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184352.4695753,1877438.0400388,41.8188609893,-87.5992361922,"{'latitude': '41.8188609893', 'longitude': '-87.5992361922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
Roseland,49,Supportive Housing,Wentworth Commons,11045 S. Wentworth Ave.,60628,773-568-7804,Mercy Housing Lakefront,50,1176951.4016152,1831516.01589723,41.6930159121,-87.6277673462,"{'latitude': '41.6930159121', 'longitude': '-87.6277673462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22,45,21861,524
West Town,24,ARO,Bucktown Gateway,1667 N. Western Ave.,60647,773-398-5785,Bucktown Gateway,1,,,,,,,,,,
Chicago Lawn,66,Senior,Churchview Supportive Assisted Living,2626 W. 63rd St.,60629,773-471-4444,Greater Southwest Dev. Corp.,86,1159807.02751173,1862817.68973373,41.7792809902,-87.6896794864,"{'latitude': '41.7792809902', 'longitude': '-87.6896794864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,2,64,21867,111
Logan Square,22,Multifamily,Zapata Apts.,3230 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,100,1154370.98451523,1913144.87969827,41.9174946519,-87.7082658078,"{'latitude': '41.9174946519', 'longitude': '-87.7082658078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,49,23,22535,321
North Lawndale,29,Supportive Housing,Independence Apts.,927 S. Indepenednece Blvd.,60624,773-549-8300,Realty & Mortgage Co.,58,,,,,,,,,,
Hyde Park,41,Multifamily,Hyde Park Apts.,5330 S. Harper Ave.,60615,773-955-2610,"DRE, Inc.",36,1187148.23399175,1870068.25073405,41.7985717841,-87.5892145402,"{'latitude': '41.7985717841', 'longitude': '-87.5892145402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,8,21192,500
Brighton Park,58,Multifamily,El Zócalo,3246 W. 47th St.,60632,312-870-4747,H&J Real Estate Management,30,1155315.53818384,1873325.09823632,41.8082058904,-87.7058647387,"{'latitude': '41.8082058904', 'longitude': '-87.7058647387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,8,55,22248,640
Dunning,17,Senior,Autumn Green at Wright Campus,4239 N. Oak Park Ave.,60634,773-202-3388,Senior Lifestyle Corp.,129,1129981.01832919,1927628.48364357,41.9576922115,-87.7975440334,"{'latitude': '41.9576922115', 'longitude': '-87.7975440334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,19,17,22254,442
West Town,24,ARO,945 Western,945 N. Western Ave.,60622,773-278-8078,Wicker Park Apartments Inc.,2,1160270.73931956,1906410.57235504,41.8988951503,-87.6867764252,"{'latitude': '41.8988951503', 'longitude': '-87.6867764252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,25,21560,541
Lower West Side,31,Multifamily,Casa Puebla,2014 S. Racine Ave.,60608,312-666-1323,The Resurrection Project,63,1168646.29658184,1890365.99095515,41.8546902787,-87.6564782084,"{'latitude': '41.8546902787', 'longitude': '-87.6564782084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,365
Logan Square,22,Multfamily,Tierra Linda Apts.,1858 N. Spaulding Ave.,60647,773-276-5338,LUCHA,3,,,,,,,,,,
Austin,25,Senior HUD 202,Elois McCoy Village Apts.,4650 W. Van Buren St.,60644,773-626-5320,"Prairie Management & Development, Inc.",60,1145250.30767835,1897655.19476588,41.875166755,-87.7421678378,"{'latitude': '41.875166755', 'longitude': '-87.7421678378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,26,22216,69
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase I,6227-29 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,67,1182676.84689494,1863775.1466971,41.7814080037,-87.6058071228,"{'latitude': '41.7814080037', 'longitude': '-87.6058071228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,470
North Lawndale,29,Multifamily,Park Douglas,1310-14 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,10,1158535.3447374,1893803.5607362,41.8643360428,-87.6934956949,"{'latitude': '41.8643360428', 'longitude': '-87.6934956949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
West Englewood,67,Multifamily,Clara's Village,2115 W. 63rd St,60636,773-434-4929,Interfaith Housing Corp.,13,1163257.20279961,1862800.70664039,41.7791628235,-87.6770311971,"{'latitude': '41.7791628235', 'longitude': '-87.6770311971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,2,65,22257,282
Portage Park,15,Senior,The Kilpatrick Renaissance,4655 W. Burteau Ave.,60641,773-283-4655,The Renaissance Cos.,98,1144211.76733991,1927249.55419532,41.9563963216,-87.7452358895,"{'latitude': '41.9563963216', 'longitude': '-87.7452358895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,50,15,22618,139
Near North Side,8,Multifamily,Parkside of Old Town Phase IIA,544 W. Oak St.,60610,312-640-6032,Holsten Real Estate Dev. Corp.,111,1172196.03200951,1907097.53314717,41.9005252379,-87.6429552753,"{'latitude': '41.9005252379', 'longitude': '-87.6429552753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,37,14926,148
South Lawndale,30,Multifamily,Casa Sor Juana,2700 S. Drake Ave.,60623,312-850-1935,The Resurrection Project,29,1153098.30218281,1885797.72782443,41.842476558,-87.713667149,"{'latitude': '41.842476558', 'longitude': '-87.713667149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,28,32,21569,312
Greater Grand Crossing,69,Multifamily,Englewood Gardens,6956 S. Vincennes Ave.,60621,773-994-4830,"East Lake Management Group, Inc.",24,1176891.26825181,1858664.43366951,41.7675160252,-87.6271720535,"{'latitude': '41.7675160252', 'longitude': '-87.6271720535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,32,67,21559,513
Near West Side,28,Multifamily,City Gardens,320 S. Maplewood Ave.,60612,844-842-2779,Interstate Realty Management Co.,76,1159392.5066662,1898418.37010203,41.8769819546,-87.6902221443,"{'latitude': '41.8769819546', 'longitude': '-87.6902221443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,46,29,21184,785
Near West Side,28,ARO,The Mason,180 N. Ada St.,60607,312-809-0240,Marquette Management Inc.,26,,,,,,,,,,
Auburn Gresham,71,Multifamily,Stone Terrace,8440 S. Parnell Ave.,60620,773-651-9234,East Lake Management & Development Corp.,56,1174067.01615288,1848682.07381399,41.740186358,-87.6378199128,"{'latitude': '41.740186358', 'longitude': '-87.6378199128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,13,70,21554,529
Oakland,36,Multifamily,Lakefront Phase II,4116 S. Oakenwald Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184335.35688206,1877697.18288526,41.8195724964,-87.5992908459,"{'latitude': '41.8195724964', 'longitude': '-87.5992908459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3341 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,16,1153814.92396768,1903755.65009439,41.8917408493,-87.7105592395,"{'latitude': '41.8917408493', 'longitude': '-87.7105592395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,177
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,505 N. Troy St.,60612,773-227-6332,Bickerdike Apts.,6,1155324.88371286,1903322.6402453,41.8905224214,-87.7050254597,"{'latitude': '41.8905224214', 'longitude': '-87.7050254597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21184,177
Uptown,3,Senior,Wilson Yard Senior Apts.,1032 W. Montrose Ave,60613,866-227-0438,Holsten Real Estate Dev. Corp.,13,1168438.95915947,1929421.64959164,41.9618658533,-87.6561074284,"{'latitude': '41.9618658533', 'longitude': '-87.6561074284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,31,22616,241
North Lawndale,29,Multifamily,Park Douglas,1255 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,5,1158274.68324626,1894003.77884424,41.8648907888,-87.69444711,"{'latitude': '41.8648907888', 'longitude': '-87.69444711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Washington Park,40,People with Disabilities,"Brand New Beginnings, Inc.",5801 S. Michigan Ave.,60637,773-955-5780,Harriet Tubman NFP,25,1178188.16376156,1866559.65473616,41.7891520073,-87.6221790762,"{'latitude': '41.7891520073', 'longitude': '-87.6221790762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,403
Garfield Ridge,56,Senior,Midway Pointe Senior Living,5011 W. 47th St.,60638,872-302-4010,Perlmark Realty Management LLC,85,1143675.61265146,1872964.36205315,41.8074412435,-87.748566779,"{'latitude': '41.8074412435', 'longitude': '-87.748566779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,28,53,22268,605
Lower West Side,31,Multifamily,Casa Morelos,2015 S. Morgan St.,60608,312-666-1323,The Resurrection Project,4,1170049.33643376,1890417.78410833,41.8548019389,-87.6513269744,"{'latitude': '41.8548019389', 'longitude': '-87.6513269744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,250
West Town,24,ARO,Luxe on Chicago,1838 W. Chicago Ave.,60622,312-424-6225,Fifield Co.,4,1163828.86863114,1905410.00338341,41.8960751868,-87.6737358367,"{'latitude': '41.8960751868', 'longitude': '-87.6737358367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,25,21560,462
Grand Boulevard,38,Multifamily,Bronzeville Family Apts.,400 E. 41st St.,60653,773-924-2100,Peoples Co-Op Management Service,60,1179638.24834182,1877940.68309984,41.8203495003,-87.6165141095,"{'latitude': '41.8203495003', 'longitude': '-87.6165141095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,4301,625
North Lawndale,29,Multifamily,Park Douglas,2639 W. 12th Pl,60608,773-893-4800,Interstate Realty Management Co.,5,1158801.29809112,1894249.27204366,41.8655536764,-87.6925071703,"{'latitude': '41.8655536764', 'longitude': '-87.6925071703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Woodlawn,42,Multifamily,65th Street Apts.,6600 S. Greenwood Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",42,1184316.03789517,1861429.0767049,41.7749319632,-87.5998709117,"{'latitude': '41.7749319632', 'longitude': '-87.5998709117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,33,9,22260,27
West Town,24,Multifamily,Borinquen Bella Apts.,"1414,1451 N. Washtenaw Ave.",60622,773-276-5338,LUCHA,23,1158113.71413063,1909378.97804077,41.9070850396,-87.6946179242,"{'latitude': '41.9070850396', 'longitude': '-87.6946179242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,41,25,21560,288
South Shore,43,Senior,Senior Suites of South Shore,2355 E. 67th St.,60649,773-324-2333,Senior Lifestyle Corp.,55,1193073.32299015,1860960.16278232,41.7734357917,-87.567783821,"{'latitude': '41.7734357917', 'longitude': '-87.567783821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,33,39,22538,134
Woodlawn,42,Multifamily,Trianon Lofts,803 E. 61st St.,60637,773-955-8668,Preservation Housing Management LLC,12,1182659.1180954,1864701.71376933,41.7839509995,-87.6058433794,"{'latitude': '41.7839509995', 'longitude': '-87.6058433794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,470
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3525 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152627.17934622,1903731.70210874,41.891698707,-87.7149219479,"{'latitude': '41.891698707', 'longitude': '-87.7149219479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,584
Douglas,35,Multifamily,South Park Plaza,2600 S. King Dr.,60616,312-674-9210,Woodlawn Comm. Dev. Corp.,134,1179206.47233066,1887158.19586824,41.8456529118,-87.617816391,"{'latitude': '41.8456529118', 'longitude': '-87.617816391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,1,21194,191
Austin,25,Multifamily,Rebecca Walker Complex,223-9 S. Central Ave.,60644,773-261-1550,Affordable Property Management Specialist,12,1139130.07558624,1898499.87339709,41.8775981392,-87.7646186402,"{'latitude': '41.8775981392', 'longitude': '-87.7646186402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,7,26,22216,68
Lincoln Square,4,ARO,Ravenswood Terrace,1801-15 W. Argyle St.,60640,773-444-8733,Kass Management,15,1163292.38201681,1933204.70289035,41.9723567701,-87.6749222533,"{'latitude': '41.9723567701', 'longitude': '-87.6749222533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,18,6,22616,106
Lower West Side,31,Multifamily,Casa Colima,1427 W. Cullerton St.,60608,312-666-1323,The Resurrection Project,3,1167051.02171783,1890476.21349957,41.8550270973,-87.6623303609,"{'latitude': '41.8550270973', 'longitude': '-87.6623303609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,365
Englewood,68,Senior,Yale Building,6565 S. Yale Ave.,60621,773-224-7669,Yale Building LLP,140,1175681.09174387,1861260.69103322,41.7746676247,-87.6315301982,"{'latitude': '41.7746676247', 'longitude': '-87.6315301982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,66,21559,435
East Garfiled Park,27,Multifamily,Harvest Homes,3512-46 W. Fifth Ave.,60624,312-216-5103,Realty & Mortgage Co.,36,1153024.16159639,1898153.84204896,41.8763846236,-87.7136119356,"{'latitude': '41.8763846236', 'longitude': '-87.7136119356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,28,21572,783
Logan Square,22,Multifamily,Tierra Linda Apts.,1929 N. Drake Ave.,60647,773-276-5338,LUCHA,3,,,,,,,,,,
North Lawndale,29,Multifamily,Park Douglas,2707 W. 12th St.,60808,773-893-4800,Interstate Realty Management Co.,5,1158459.37012223,1894563.61321959,41.8664232575,-87.6937538097,"{'latitude': '41.8664232575', 'longitude': '-87.6937538097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Washington Park,40,Multifamily,St. Edmund's Oasis,300-10 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,12,1179107.39547042,1864667.29567815,41.7839382764,-87.6188662443,"{'latitude': '41.7839382764', 'longitude': '-87.6188662443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,404
Grand Boulevard,38,Multifamily,Legends South - Coleman Place,223 E. 41st St.,60653,773-268-0202,Interstate Realty Management Co.,118,1178573.51974712,1877831.6285598,41.820074554,-87.6204232972,"{'latitude': '41.820074554', 'longitude': '-87.6204232972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,4301,163
Humboldt Park,23,Supportive Housing,Humboldt Park Residences,1152 N. Christiana Ave.,60647,773-276-5338 ext. 225,LUCHA,69,1153731.44110721,1907707.14811704,41.9025857989,-87.7107605283,"{'latitude': '41.9025857989', 'longitude': '-87.7107605283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,49,24,4299,150
North Lawndale,29,Multifamily,Dicksons Estates Apts.,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,48,1156574.00873721,1894894.5102467,41.8673696101,-87.7006662254,"{'latitude': '41.8673696101', 'longitude': '-87.7006662254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,21184,35
Near West Side,28,Multifamily,Westhaven Park Phase IIA,2237 W. Maypole Ave.,60612,312-455-0009,Interstate Realty Management Co.,92,1161390.34745167,1900920.96640233,41.8838079875,-87.6828170157,"{'latitude': '41.8838079875', 'longitude': '-87.6828170157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,46,29,21184,37
South Chicago,46,Supportive Housing,Bettendorf Place SRO,8425 S. Saginaw Ave.,60617,773-359-4902,Alexian Brothers Bonaventure House,112,1195337.91888013,1849509.65051407,41.7419591238,-87.5598598952,"{'latitude': '41.7419591238', 'longitude': '-87.5598598952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,37,42,21202,226
Uptown,3,Multifamily,Uptown Preservation Apts.,927 W. Wilson Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1169143.77263049,1930693.074083,41.9653393681,-87.653479057,"{'latitude': '41.9653393681', 'longitude': '-87.653479057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,31,22616,20
