"Date	Price	Open	High	Low	Change %"
"Sep 20, 2017	1.1893	1.1994	1.2033	1.1862	-0.84%"
"Sep 19, 2017	1.1994	1.1955	1.2008	1.195	0.33%"
"Sep 18, 2017	1.1954	1.1949	1.1971	1.1915	0.09%"
"Sep 15, 2017	1.1943	1.1919	1.1988	1.1901	0.20%"
"Sep 14, 2017	1.1919	1.1884	1.1922	1.1837	0.28%"
"Sep 13, 2017	1.1886	1.1967	1.1995	1.1872	-0.68%"
"Sep 12, 2017	1.1967	1.1953	1.198	1.1926	0.12%"
"Sep 11, 2017	1.1953	1.2041	1.2041	1.1948	-0.68%"
"Sep 08, 2017	1.2035	1.2024	1.2094	1.2016	0.10%"
"Sep 07, 2017	1.2023	1.1917	1.2061	1.1914	0.89%"
"Sep 06, 2017	1.1917	1.1914	1.1951	1.1903	0.03%"
"Sep 05, 2017	1.1914	1.1896	1.1941	1.1868	0.15%"
"Sep 04, 2017	1.1896	1.1858	1.1923	1.1853	0.31%"
"Sep 01, 2017	1.1859	1.1911	1.1981	1.185	-0.43%"
"Aug 31, 2017	1.191	1.1884	1.1914	1.1823	0.23%"
"Aug 30, 2017	1.1883	1.1974	1.1986	1.1881	-0.74%"
"Aug 29, 2017	1.1972	1.1978	1.2069	1.1945	-0.06%"
"Aug 28, 2017	1.1979	1.1926	1.1985	1.1917	0.44%"
"Aug 25, 2017	1.1926	1.1799	1.1942	1.1773	1.08%"
"Aug 24, 2017	1.1799	1.1807	1.1821	1.1784	-0.07%"
"Aug 23, 2017	1.1807	1.1763	1.1825	1.1741	0.38%"
"Aug 22, 2017	1.1762	1.1815	1.1826	1.1745	-0.46%"
"Aug 21, 2017	1.1816	1.175	1.183	1.1731	0.46%"
"Aug 18, 2017	1.1762	1.1723	1.1775	1.1707	0.32%"
"Aug 17, 2017	1.1724	1.1767	1.179	1.1662	-0.39%"
"Aug 16, 2017	1.177	1.1734	1.178	1.1682	0.30%"
"Aug 15, 2017	1.1735	1.178	1.1794	1.1688	-0.38%"
"Aug 14, 2017	1.178	1.1806	1.184	1.177	-0.35%"
"Aug 11, 2017	1.1821	1.1771	1.1846	1.1747	0.42%"
"Aug 10, 2017	1.1772	1.1759	1.1786	1.1704	0.11%"
"Aug 09, 2017	1.1759	1.1752	1.1765	1.1689	0.08%"
"Aug 08, 2017	1.175	1.1794	1.1825	1.1714	-0.39%"
"Aug 07, 2017	1.1796	1.1768	1.1816	1.1767	0.20%"
"Aug 04, 2017	1.1772	1.1871	1.1893	1.1731	-0.83%"
"Aug 03, 2017	1.187	1.1856	1.1894	1.1831	0.12%"
"Aug 02, 2017	1.1856	1.1802	1.1911	1.1794	0.46%"
"Aug 01, 2017	1.1802	1.1841	1.1845	1.1784	-0.34%"
"Jul 31, 2017	1.1842	1.1737	1.1847	1.1723	0.77%"
"Jul 28, 2017	1.1752	1.1677	1.1765	1.1671	0.64%"
"Jul 27, 2017	1.1677	1.1734	1.1777	1.1649	-0.49%"
"Jul 26, 2017	1.1734	1.1648	1.1741	1.1613	0.70%"
"Jul 25, 2017	1.1652	1.164	1.1712	1.163	0.09%"
"Jul 24, 2017	1.1642	1.1662	1.1688	1.1628	-0.18%"
"Jul 21, 2017	1.1663	1.1634	1.1684	1.162	0.28%"
"Jul 20, 2017	1.1631	1.1513	1.1657	1.1479	1.00%"
"Jul 19, 2017	1.1516	1.1554	1.1559	1.1509	-0.34%"
"Jul 18, 2017	1.1555	1.148	1.1585	1.1473	0.66%"
"Jul 17, 2017	1.1479	1.1462	1.1487	1.1434	0.09%"
"Jul 14, 2017	1.1469	1.14	1.1473	1.1392	0.61%"
"Jul 13, 2017	1.1399	1.1413	1.1459	1.1373	-0.11%"
"Jul 12, 2017	1.1412	1.1467	1.1491	1.1392	-0.48%"
"Jul 11, 2017	1.1467	1.14	1.1482	1.1383	0.59%"
"Jul 10, 2017	1.14	1.1391	1.1418	1.1381	-0.01%"
"Jul 07, 2017	1.1401	1.1423	1.144	1.1379	-0.19%"
"Jul 06, 2017	1.1423	1.1351	1.1425	1.1329	0.62%"
"Jul 05, 2017	1.1353	1.1345	1.1369	1.1312	0.07%"
"Jul 04, 2017	1.1345	1.1366	1.138	1.1339	-0.17%"
"Jul 03, 2017	1.1364	1.1422	1.1431	1.1357	-0.54%"
"Jun 30, 2017	1.1426	1.1442	1.1448	1.1393	-0.13%"
"Jun 29, 2017	1.1441	1.1376	1.1446	1.1373	0.55%"
"Jun 28, 2017	1.1378	1.1339	1.1392	1.1292	0.34%"
"Jun 27, 2017	1.1339	1.1183	1.1351	1.1178	1.40%"
"Jun 26, 2017	1.1182	1.1202	1.1222	1.1173	-0.11%"
"Jun 23, 2017	1.1194	1.1152	1.1211	1.1145	0.37%"
"Jun 22, 2017	1.1153	1.1167	1.1179	1.114	-0.13%"
"Jun 21, 2017	1.1168	1.1133	1.1171	1.1128	0.30%"
"Jun 20, 2017	1.1135	1.1147	1.1165	1.1118	-0.12%"
"Jun 19, 2017	1.1148	1.1199	1.1214	1.1141	-0.45%"
"Jun 16, 2017	1.1198	1.1142	1.1201	1.1138	0.48%"
"Jun 15, 2017	1.1145	1.1219	1.1231	1.1132	-0.65%"
"Jun 14, 2017	1.1218	1.121	1.1296	1.1191	0.02%"
"Jun 13, 2017	1.1216	1.1203	1.1225	1.1184	0.12%"
"Jun 12, 2017	1.1203	1.1196	1.1235	1.1193	0.06%"
"Jun 09, 2017	1.1196	1.1217	1.124	1.1168	-0.16%"
"Jun 08, 2017	1.1214	1.1257	1.127	1.1195	-0.38%"
"Jun 07, 2017	1.1257	1.1277	1.1284	1.1205	-0.19%"
"Jun 06, 2017	1.1278	1.1254	1.1285	1.124	0.20%"
"Jun 05, 2017	1.1255	1.128	1.1285	1.1236	-0.24%"
"Jun 02, 2017	1.1282	1.1213	1.1287	1.1205	0.62%"
"Jun 01, 2017	1.1213	1.1242	1.1258	1.1203	-0.27%"
"May 31, 2017	1.1243	1.1186	1.1255	1.1165	0.52%"
"May 30, 2017	1.1185	1.1165	1.1207	1.1111	0.18%"
"May 29, 2017	1.1165	1.1179	1.1192	1.116	-0.16%"
"May 26, 2017	1.1183	1.1211	1.1235	1.1159	-0.25%"
"May 25, 2017	1.1211	1.1219	1.1252	1.1194	-0.07%"
"May 24, 2017	1.1219	1.1184	1.1222	1.1169	0.32%"
"May 23, 2017	1.1183	1.1237	1.1268	1.1174	-0.49%"
"May 22, 2017	1.1238	1.1202	1.1265	1.1162	0.28%"
"May 19, 2017	1.1207	1.1103	1.1214	1.1097	0.94%"
"May 18, 2017	1.1103	1.116	1.1173	1.1075	-0.50%"
"May 17, 2017	1.1159	1.1083	1.1163	1.1079	0.69%"
"May 16, 2017	1.1082	1.0976	1.1098	1.0972	0.97%"
"May 15, 2017	1.0975	1.0926	1.0991	1.0922	0.40%"
"May 12, 2017	1.0931	1.0863	1.0937	1.0857	0.64%"
"May 11, 2017	1.0861	1.0869	1.0894	1.0838	-0.06%"
"May 10, 2017	1.0868	1.0874	1.09	1.0853	-0.06%"
"May 09, 2017	1.0874	1.0923	1.0935	1.0862	-0.46%"
"May 08, 2017	1.0924	1.0998	1.1024	1.0917	-0.67%"
"May 05, 2017	1.0998	1.0991	1.1002	1.0951	0.13%"
"May 04, 2017	1.0984	1.0884	1.0987	1.0874	0.91%"
"May 03, 2017	1.0885	1.093	1.0939	1.0883	-0.41%"
"May 02, 2017	1.093	1.0901	1.0936	1.0889	0.28%"
"May 01, 2017	1.0899	1.0906	1.0924	1.0883	0.02%"
"Apr 28, 2017	1.0897	1.0877	1.0949	1.0857	0.22%"
"Apr 27, 2017	1.0873	1.0903	1.0933	1.0851	-0.28%"
"Apr 26, 2017	1.0903	1.0924	1.0951	1.0856	-0.21%"
"Apr 25, 2017	1.0926	1.0868	1.0951	1.0851	0.53%"
"Apr 24, 2017	1.0868	1.089	1.0936	1.0819	1.30%"
"Apr 21, 2017	1.0728	1.0719	1.0739	1.0682	0.10%"
"Apr 20, 2017	1.0717	1.0711	1.078	1.0709	0.06%"
"Apr 19, 2017	1.0711	1.073	1.0738	1.07	-0.21%"
"Apr 18, 2017	1.0734	1.0643	1.0737	1.0636	0.86%"
"Apr 17, 2017	1.0643	1.0615	1.0674	1.0603	0.29%"
"Apr 14, 2017	1.0612	1.0615	1.0633	1.0607	-0.02%"
"Apr 13, 2017	1.0614	1.0664	1.0679	1.0609	-0.49%"
"Apr 12, 2017	1.0666	1.0606	1.0677	1.0589	0.60%"
"Apr 11, 2017	1.0602	1.0595	1.0631	1.0577	0.06%"
"Apr 10, 2017	1.0596	1.0593	1.0609	1.0571	0.06%"
"Apr 07, 2017	1.059	1.0644	1.0668	1.058	-0.51%"
"Apr 06, 2017	1.0644	1.0663	1.0687	1.063	-0.18%"
"Apr 05, 2017	1.0663	1.0672	1.069	1.0633	-0.10%"
"Apr 04, 2017	1.0674	1.0669	1.0678	1.0635	0.03%"
"Apr 03, 2017	1.0671	1.066	1.0683	1.0643	0.18%"
"Mar 31, 2017	1.0652	1.0675	1.0705	1.0652	-0.22%"
"Mar 30, 2017	1.0675	1.0765	1.0772	1.0671	-0.85%"
"Mar 29, 2017	1.0767	1.0811	1.0827	1.0739	-0.43%"
"Mar 28, 2017	1.0813	1.0864	1.0873	1.0797	-0.48%"
"Mar 27, 2017	1.0865	1.0797	1.0905	1.0795	0.61%"
"Mar 24, 2017	1.0799	1.0784	1.082	1.0761	0.15%"
"Mar 23, 2017	1.0783	1.0797	1.0807	1.0769	-0.13%"
"Mar 22, 2017	1.0797	1.081	1.0827	1.0776	-0.13%"
"Mar 21, 2017	1.0811	1.074	1.0822	1.072	0.67%"
"Mar 20, 2017	1.0739	1.074	1.0779	1.0725	0.01%"
"Mar 17, 2017	1.0738	1.0765	1.0784	1.0728	-0.26%"
"Mar 16, 2017	1.0766	1.0734	1.0772	1.0706	0.29%"
"Mar 15, 2017	1.0735	1.0604	1.0742	1.0603	1.24%"
"Mar 14, 2017	1.0604	1.0655	1.0664	1.0599	-0.47%"
"Mar 13, 2017	1.0654	1.0672	1.0715	1.065	-0.17%"
"Mar 10, 2017	1.0672	1.0577	1.0702	1.0572	0.90%"
"Mar 09, 2017	1.0577	1.0541	1.0617	1.0525	0.34%"
"Mar 08, 2017	1.0541	1.0566	1.0576	1.0535	-0.24%"
"Mar 07, 2017	1.0566	1.0583	1.0603	1.0557	-0.14%"
"Mar 06, 2017	1.0581	1.0617	1.0643	1.0575	-0.40%"
"Mar 03, 2017	1.0623	1.0508	1.0626	1.0502	1.10%"
"Mar 02, 2017	1.0507	1.0547	1.0552	1.0493	-0.39%"
"Mar 01, 2017	1.0548	1.0575	1.059	1.0514	-0.27%"
"Feb 28, 2017	1.0577	1.0587	1.0632	1.057	-0.10%"
"Feb 27, 2017	1.0588	1.0562	1.0633	1.0552	0.24%"
"Feb 24, 2017	1.0563	1.0583	1.062	1.0557	-0.17%"
"Feb 23, 2017	1.0581	1.0557	1.0597	1.0538	0.24%"
"Feb 22, 2017	1.0556	1.0534	1.0574	1.0493	0.18%"
"Feb 21, 2017	1.0537	1.0611	1.0618	1.0526	-0.73%"
"Feb 20, 2017	1.0614	1.0618	1.0637	1.0606	0.00%"
"Feb 17, 2017	1.0614	1.0675	1.0679	1.0605	-0.56%"
"Feb 16, 2017	1.0674	1.06	1.0682	1.0588	0.69%"
"Feb 15, 2017	1.0601	1.0577	1.0611	1.0523	0.23%"
"Feb 14, 2017	1.0577	1.0596	1.0634	1.0559	-0.20%"
"Feb 13, 2017	1.0598	1.0634	1.0658	1.0592	-0.40%"
"Feb 10, 2017	1.0641	1.0658	1.067	1.0609	-0.14%"
"Feb 09, 2017	1.0656	1.0699	1.0711	1.065	-0.39%"
"Feb 08, 2017	1.0698	1.0682	1.0715	1.0639	0.16%"
"Feb 07, 2017	1.0681	1.075	1.0751	1.0654	-0.64%"
"Feb 06, 2017	1.075	1.0781	1.0801	1.0703	-0.32%"
"Feb 03, 2017	1.0784	1.0759	1.08	1.0714	0.24%"
"Feb 02, 2017	1.0758	1.0767	1.0829	1.0753	-0.10%"
"Feb 01, 2017	1.0769	1.0798	1.081	1.0731	-0.27%"
"Jan 31, 2017	1.0798	1.0695	1.0814	1.0684	0.96%"
"Jan 30, 2017	1.0695	1.0692	1.0742	1.0619	-0.04%"
"Jan 27, 2017	1.0699	1.0685	1.0729	1.0661	0.16%"
"Jan 26, 2017	1.0682	1.0746	1.0767	1.0657	-0.61%"
"Jan 25, 2017	1.0748	1.0734	1.0773	1.0713	0.16%"
"Jan 24, 2017	1.0731	1.0763	1.0775	1.0718	-0.32%"
"Jan 23, 2017	1.0765	1.0687	1.0773	1.0686	0.58%"
"Jan 20, 2017	1.0703	1.0667	1.0713	1.0627	0.37%"
"Jan 19, 2017	1.0664	1.0629	1.0677	1.0588	0.31%"
"Jan 18, 2017	1.0631	1.0713	1.0716	1.0624	-0.77%"
"Jan 17, 2017	1.0714	1.0599	1.0719	1.0595	1.05%"
"Jan 16, 2017	1.0603	1.0618	1.0638	1.058	-0.39%"
"Jan 13, 2017	1.0644	1.0612	1.0674	1.0598	0.29%"
"Jan 12, 2017	1.0613	1.0582	1.0687	1.0573	0.29%"
"Jan 11, 2017	1.0582	1.0556	1.0624	1.0454	0.27%"
"Jan 10, 2017	1.0554	1.0573	1.0628	1.0551	-0.19%"
"Jan 09, 2017	1.0574	1.0539	1.0584	1.051	0.39%"
"Jan 06, 2017	1.0533	1.0606	1.0624	1.0523	-0.70%"
"Jan 05, 2017	1.0607	1.0493	1.0619	1.0482	1.13%"
"Jan 04, 2017	1.0488	1.0405	1.0501	1.0389	0.79%"
"Jan 03, 2017	1.0406	1.0455	1.0492	1.0341	-0.51%"
"Jan 02, 2017	1.0459	1.0532	1.0534	1.0449	-0.54%"
"Dec 30, 2016	1.0516	1.0492	1.0654	1.0482	0.23%"
"Dec 29, 2016	1.0492	1.0417	1.0494	1.0406	0.77%"
"Dec 28, 2016	1.0412	1.0458	1.0483	1.0373	-0.43%"
"Dec 27, 2016	1.0457	1.0453	1.0465	1.0431	0.01%"
"Dec 26, 2016	1.0456	1.0454	1.0473	1.0439	0.00%"
"Dec 23, 2016	1.0456	1.0437	1.047	1.0427	0.18%"
"Dec 22, 2016	1.0437	1.0423	1.0501	1.0421	0.12%"
"Dec 21, 2016	1.0425	1.039	1.0453	1.0381	0.37%"
"Dec 20, 2016	1.0387	1.0405	1.0419	1.0352	-0.14%"
"Dec 19, 2016	1.0402	1.0442	1.0479	1.0391	-0.47%"
"Dec 16, 2016	1.0451	1.0419	1.0477	1.0402	0.36%"
"Dec 15, 2016	1.0414	1.0536	1.0544	1.0366	-1.16%"
"Dec 14, 2016	1.0536	1.0627	1.0671	1.0495	-0.86%"
"Dec 13, 2016	1.0627	1.0635	1.0668	1.0603	-0.08%"
"Dec 12, 2016	1.0635	1.0551	1.0652	1.0523	0.69%"
"Dec 09, 2016	1.0562	1.0618	1.0632	1.0531	-0.50%"
"Dec 08, 2016	1.0615	1.0754	1.0873	1.0595	-1.28%"
"Dec 07, 2016	1.0753	1.0721	1.077	1.0709	0.32%"
"Dec 06, 2016	1.0719	1.0764	1.0787	1.0698	-0.42%"
"Dec 05, 2016	1.0764	1.0674	1.0798	1.0505	0.85%"
"Dec 02, 2016	1.0673	1.0662	1.0692	1.0626	0.10%"
"Dec 01, 2016	1.0662	1.059	1.067	1.0584	0.70%"
"Nov 30, 2016	1.0588	1.0649	1.0669	1.0554	-0.58%"
"Nov 29, 2016	1.065	1.0615	1.0657	1.0565	0.33%"
"Nov 28, 2016	1.0615	1.0595	1.0686	1.0562	0.26%"
"Nov 25, 2016	1.0587	1.0551	1.0631	1.0538	0.31%"
"Nov 24, 2016	1.0554	1.0554	1.0587	1.0517	-0.05%"
"Nov 23, 2016	1.0559	1.063	1.0647	1.0527	-0.63%"
"Nov 22, 2016	1.0626	1.0627	1.066	1.0583	-0.04%"
"Nov 21, 2016	1.063	1.0583	1.0652	1.0578	0.40%"
"Nov 18, 2016	1.0588	1.0625	1.0645	1.057	-0.36%"
"Nov 17, 2016	1.0626	1.069	1.0746	1.0617	-0.60%"
"Nov 16, 2016	1.069	1.0724	1.0763	1.0668	-0.29%"
"Nov 15, 2016	1.0721	1.0736	1.0817	1.0712	-0.15%"
"Nov 14, 2016	1.0737	1.085	1.0852	1.0709	-1.10%"
"Nov 11, 2016	1.0856	1.0897	1.0929	1.0833	-0.34%"
"Nov 10, 2016	1.0893	1.0911	1.0958	1.0866	-0.16%"
"Nov 09, 2016	1.091	1.1023	1.13	1.0902	-1.05%"
"Nov 08, 2016	1.1026	1.1042	1.107	1.1008	-0.13%"
"Nov 07, 2016	1.104	1.1137	1.1139	1.1029	-0.88%"
"Nov 04, 2016	1.1138	1.1105	1.1146	1.108	0.30%"
"Nov 03, 2016	1.1105	1.1099	1.1128	1.1059	0.07%"
"Nov 02, 2016	1.1097	1.1056	1.1125	1.1051	0.37%"
"Nov 01, 2016	1.1056	1.0981	1.1072	1.0958	0.68%"
"Oct 31, 2016	1.0981	1.0986	1.0994	1.0936	-0.05%"
"Oct 28, 2016	1.0987	1.0899	1.0995	1.0893	0.83%"
"Oct 27, 2016	1.0897	1.0909	1.0945	1.0884	-0.11%"
"Oct 26, 2016	1.0909	1.0889	1.0947	1.0872	0.19%"
"Oct 25, 2016	1.0888	1.0882	1.0906	1.085	0.05%"
"Oct 24, 2016	1.0883	1.0879	1.0903	1.0861	-0.01%"
"Oct 21, 2016	1.0884	1.0929	1.0933	1.0859	-0.42%"
"Oct 20, 2016	1.093	1.0974	1.1041	1.0916	-0.40%"
"Oct 19, 2016	1.0974	1.098	1.1005	1.0955	-0.05%"
"Oct 18, 2016	1.098	1.1	1.1029	1.097	-0.17%"
"Oct 17, 2016	1.0999	1.0975	1.1011	1.0964	0.26%"
"Oct 14, 2016	1.0971	1.1056	1.1062	1.0968	-0.78%"
"Oct 13, 2016	1.1057	1.1004	1.1058	1.0982	0.45%"
"Oct 12, 2016	1.1008	1.1053	1.1072	1.1003	-0.42%"
"Oct 11, 2016	1.1054	1.1136	1.1144	1.1047	-0.75%"
"Oct 10, 2016	1.1138	1.1196	1.1202	1.1128	-0.56%"
"Oct 07, 2016	1.1201	1.1151	1.1207	1.1103	0.45%"
"Oct 06, 2016	1.1151	1.1205	1.1214	1.1139	-0.48%"
"Oct 05, 2016	1.1205	1.1205	1.1238	1.1191	0.01%"
"Oct 04, 2016	1.1204	1.1211	1.124	1.1138	-0.06%"
"Oct 03, 2016	1.1211	1.1235	1.1245	1.1205	-0.27%"
"Sep 30, 2016	1.1241	1.1225	1.1253	1.1153	0.16%"
"Sep 29, 2016	1.1223	1.1217	1.1251	1.1197	0.06%"
"Sep 28, 2016	1.1216	1.1214	1.1238	1.1181	0.01%"
"Sep 27, 2016	1.1215	1.1253	1.1262	1.119	-0.35%"
"Sep 26, 2016	1.1254	1.1221	1.1279	1.122	0.25%"
"Sep 23, 2016	1.1226	1.1209	1.1244	1.1195	0.17%"
"Sep 22, 2016	1.1207	1.1193	1.1258	1.1181	0.16%"
"Sep 21, 2016	1.1189	1.1152	1.12	1.1123	0.30%"
"Sep 20, 2016	1.1155	1.1179	1.1216	1.1146	-0.17%"
"Sep 19, 2016	1.1174	1.1161	1.1198	1.1147	0.17%"
"Sep 16, 2016	1.1155	1.1244	1.1256	1.1147	-0.79%"
"Sep 15, 2016	1.1244	1.1249	1.1286	1.122	-0.05%"
"Sep 14, 2016	1.125	1.1216	1.1274	1.1208	0.27%"
"Sep 13, 2016	1.122	1.1236	1.1262	1.1203	-0.12%"
"Sep 12, 2016	1.1234	1.1232	1.1269	1.1211	0.01%"
"Sep 09, 2016	1.1233	1.1262	1.1288	1.12	-0.25%"
"Sep 08, 2016	1.1261	1.124	1.1329	1.1234	0.20%"
"Sep 07, 2016	1.1239	1.1255	1.1271	1.1228	-0.15%"
"Sep 06, 2016	1.1256	1.1147	1.1266	1.114	0.98%"
"Sep 05, 2016	1.1147	1.1153	1.1185	1.114	-0.08%"
"Sep 02, 2016	1.1156	1.1197	1.1254	1.1151	-0.38%"
"Sep 01, 2016	1.1198	1.1157	1.1207	1.1128	0.36%"
"Aug 31, 2016	1.1158	1.1143	1.1167	1.1123	0.13%"
"Aug 30, 2016	1.1143	1.1189	1.1198	1.113	-0.41%"
"Aug 29, 2016	1.1189	1.1192	1.1208	1.1157	-0.08%"
"Aug 26, 2016	1.1198	1.1284	1.1343	1.118	-0.75%"
"Aug 25, 2016	1.1283	1.1266	1.1301	1.1258	0.18%"
"Aug 24, 2016	1.1263	1.1305	1.1316	1.1244	-0.38%"
"Aug 23, 2016	1.1306	1.1321	1.1357	1.1302	-0.11%"
"Aug 22, 2016	1.1319	1.1305	1.1334	1.1273	-0.06%"
"Aug 19, 2016	1.1326	1.1351	1.1363	1.1303	-0.25%"
"Aug 18, 2016	1.1354	1.1293	1.1367	1.1283	0.58%"
"Aug 17, 2016	1.1288	1.1279	1.1318	1.1241	0.09%"
"Aug 16, 2016	1.1278	1.1182	1.1324	1.1175	0.84%"
"Aug 15, 2016	1.1184	1.1162	1.1203	1.1153	0.21%"
"Aug 12, 2016	1.1161	1.1139	1.1224	1.113	0.22%"
"Aug 11, 2016	1.1137	1.1175	1.1194	1.1133	-0.36%"
"Aug 10, 2016	1.1177	1.1118	1.1193	1.1102	0.52%"
"Aug 09, 2016	1.1119	1.109	1.1124	1.107	0.23%"
"Aug 08, 2016	1.1093	1.1087	1.1107	1.1073	0.07%"
"Aug 05, 2016	1.1085	1.1127	1.1162	1.1043	-0.40%"
"Aug 04, 2016	1.113	1.1149	1.1158	1.1114	-0.17%"
"Aug 03, 2016	1.1149	1.1224	1.1233	1.1139	-0.69%"
"Aug 02, 2016	1.1227	1.1162	1.1236	1.1156	0.58%"
"Aug 01, 2016	1.1162	1.1177	1.1186	1.1157	-0.11%"
"Jul 29, 2016	1.1174	1.1079	1.12	1.1071	0.88%"
"Jul 28, 2016	1.1076	1.1058	1.1119	1.1049	0.16%"
"Jul 27, 2016	1.1058	1.0985	1.1067	1.0962	0.65%"
"Jul 26, 2016	1.0987	1.0997	1.1031	1.0978	-0.06%"
"Jul 25, 2016	1.0994	1.0972	1.1002	1.0954	0.16%"
"Jul 22, 2016	1.0976	1.103	1.1042	1.0954	-0.44%"
"Jul 21, 2016	1.1025	1.1013	1.106	1.0981	0.09%"
"Jul 20, 2016	1.1015	1.102	1.1032	1.0981	-0.06%"
"Jul 19, 2016	1.1022	1.1073	1.1086	1.0999	-0.47%"
"Jul 18, 2016	1.1074	1.1043	1.1086	1.1038	0.34%"
"Jul 15, 2016	1.1036	1.1118	1.115	1.1023	-0.76%"
"Jul 14, 2016	1.112	1.1089	1.1166	1.1085	0.27%"
"Jul 13, 2016	1.109	1.1061	1.1121	1.1043	0.28%"
"Jul 12, 2016	1.1059	1.1058	1.1127	1.1051	0.01%"
"Jul 11, 2016	1.1058	1.1052	1.1076	1.1016	0.03%"
"Jul 08, 2016	1.1055	1.1062	1.1115	1.1001	-0.07%"
"Jul 07, 2016	1.1063	1.1101	1.1113	1.1053	-0.32%"
"Jul 06, 2016	1.1099	1.1075	1.1112	1.103	0.21%"
"Jul 05, 2016	1.1076	1.1154	1.1184	1.1059	-0.72%"
"Jul 04, 2016	1.1156	1.1142	1.1166	1.1097	0.18%"
"Jul 01, 2016	1.1136	1.1104	1.1169	1.107	0.28%"
"Jun 30, 2016	1.1105	1.1124	1.1157	1.1023	-0.18%"
"Jun 29, 2016	1.1125	1.1065	1.1131	1.1048	0.53%"
"Jun 28, 2016	1.1066	1.1025	1.1112	1.1007	0.36%"
"Jun 27, 2016	1.1026	1.1072	1.1087	1.0972	-0.82%"
"Jun 24, 2016	1.1117	1.1392	1.1434	1.0911	-2.38%"
"Jun 23, 2016	1.1388	1.1298	1.1424	1.1297	0.81%"
"Jun 22, 2016	1.1297	1.1242	1.1339	1.1236	0.49%"
"Jun 21, 2016	1.1242	1.1312	1.1351	1.1241	-0.64%"
"Jun 20, 2016	1.1314	1.1285	1.1386	1.1284	0.33%"
"Jun 17, 2016	1.1277	1.1226	1.1299	1.1221	0.45%"
"Jun 16, 2016	1.1226	1.126	1.1298	1.1132	-0.29%"
"Jun 15, 2016	1.1259	1.1205	1.1299	1.119	0.46%"
"Jun 14, 2016	1.1208	1.1293	1.1304	1.1188	-0.74%"
"Jun 13, 2016	1.1292	1.1253	1.1304	1.1233	0.36%"
"Jun 10, 2016	1.1251	1.1317	1.1329	1.1245	-0.57%"
"Jun 09, 2016	1.1316	1.1399	1.1417	1.1305	-0.68%"
"Jun 08, 2016	1.1394	1.1358	1.1412	1.1349	0.32%"
"Jun 07, 2016	1.1358	1.1355	1.1382	1.1338	0.03%"
"Jun 06, 2016	1.1355	1.1353	1.1396	1.1328	-0.11%"
"Jun 03, 2016	1.1367	1.1152	1.1377	1.1136	1.94%"
"Jun 02, 2016	1.1151	1.1189	1.1221	1.1142	-0.33%"
"Jun 01, 2016	1.1188	1.1133	1.1198	1.1114	0.50%"
"May 31, 2016	1.1132	1.1138	1.1176	1.1123	-0.13%"
"May 30, 2016	1.1146	1.1117	1.1148	1.1099	0.28%"
"May 27, 2016	1.1115	1.1193	1.1201	1.1107	-0.71%"
"May 26, 2016	1.1194	1.1154	1.1218	1.1144	0.35%"
"May 25, 2016	1.1155	1.1141	1.1169	1.1128	0.13%"
"May 24, 2016	1.1141	1.1219	1.1228	1.113	-0.70%"
"May 23, 2016	1.1219	1.1218	1.1246	1.1187	-0.04%"
"May 20, 2016	1.1224	1.1204	1.1239	1.1194	0.19%"
"May 19, 2016	1.1203	1.1216	1.123	1.1179	-0.12%"
"May 18, 2016	1.1217	1.1313	1.1327	1.1212	-0.86%"
"May 17, 2016	1.1314	1.1321	1.135	1.1303	-0.05%"
"May 16, 2016	1.132	1.1311	1.1345	1.1302	0.11%"
"May 13, 2016	1.1308	1.1378	1.1383	1.1284	-0.61%"
"May 12, 2016	1.1377	1.1426	1.1434	1.1368	-0.44%"
"May 11, 2016	1.1427	1.1373	1.1448	1.1368	0.48%"
"May 10, 2016	1.1372	1.1385	1.1413	1.1361	-0.10%"
"May 09, 2016	1.1383	1.1401	1.1422	1.1375	-0.19%"
"May 06, 2016	1.1405	1.1408	1.1479	1.1387	0.00%"
"May 05, 2016	1.1405	1.1486	1.1496	1.1385	-0.71%"
"May 04, 2016	1.1487	1.1496	1.153	1.1467	-0.09%"
"May 03, 2016	1.1497	1.1533	1.1616	1.1495	-0.30%"
"May 02, 2016	1.1532	1.1447	1.1539	1.1446	0.66%"
"Apr 29, 2016	1.1456	1.1354	1.1461	1.1335	0.91%"
"Apr 28, 2016	1.1353	1.132	1.137	1.1296	0.28%"
"Apr 27, 2016	1.1321	1.1298	1.1363	1.1274	0.19%"
"Apr 26, 2016	1.1299	1.1264	1.1339	1.1255	0.29%"
"Apr 25, 2016	1.1266	1.1231	1.128	1.1216	0.28%"
"Apr 22, 2016	1.1234	1.1291	1.1312	1.122	-0.48%"
"Apr 21, 2016	1.1288	1.1297	1.1396	1.1272	-0.08%"
"Apr 20, 2016	1.1297	1.1356	1.1388	1.1288	-0.54%"
"Apr 19, 2016	1.1358	1.1314	1.1387	1.1302	0.39%"
"Apr 18, 2016	1.1314	1.1297	1.1334	1.1274	0.27%"
"Apr 15, 2016	1.1283	1.1271	1.132	1.1246	0.13%"
"Apr 14, 2016	1.1268	1.1274	1.1296	1.1234	-0.05%"
"Apr 13, 2016	1.1274	1.1385	1.1393	1.1266	-0.98%"
"Apr 12, 2016	1.1386	1.1408	1.1466	1.1347	-0.19%"
"Apr 11, 2016	1.1408	1.1407	1.1448	1.1373	0.06%"
