DateKey,DateAltKey,CalendarYear,CalendarQuarter,MonthOfYear,MonthName,DayOfMonth,DayOfWeek,DayName,FiscalYear,FiscalQuarter
20190625,2019-06-25 00:00:00.000,2019,2,6,June,25,3,Tuesday,2019,4
20190626,2019-06-26 00:00:00.000,2019,2,6,June,26,4,Wednesday,2019,4
20190627,2019-06-27 00:00:00.000,2019,2,6,June,27,5,Thursday,2019,4
20190628,2019-06-28 00:00:00.000,2019,2,6,June,28,6,Friday,2019,4
20190629,2019-06-29 00:00:00.000,2019,2,6,June,29,7,Saturday,2019,4
20190630,2019-06-30 00:00:00.000,2019,2,6,June,30,1,Sunday,2019,4
20190701,2019-07-01 00:00:00.000,2019,3,7,July,1,2,Monday,2020,1
20190702,2019-07-02 00:00:00.000,2019,3,7,July,2,3,Tuesday,2020,1
20190703,2019-07-03 00:00:00.000,2019,3,7,July,3,4,Wednesday,2020,1
20190704,2019-07-04 00:00:00.000,2019,3,7,July,4,5,Thursday,2020,1
20190705,2019-07-05 00:00:00.000,2019,3,7,July,5,6,Friday,2020,1
20190706,2019-07-06 00:00:00.000,2019,3,7,July,6,7,Saturday,2020,1
20190707,2019-07-07 00:00:00.000,2019,3,7,July,7,1,Sunday,2020,1
20190708,2019-07-08 00:00:00.000,2019,3,7,July,8,2,Monday,2020,1
20190709,2019-07-09 00:00:00.000,2019,3,7,July,9,3,Tuesday,2020,1
20190710,2019-07-10 00:00:00.000,2019,3,7,July,10,4,Wednesday,2020,1
20190711,2019-07-11 00:00:00.000,2019,3,7,July,11,5,Thursday,2020,1
20190712,2019-07-12 00:00:00.000,2019,3,7,July,12,6,Friday,2020,1
20190713,2019-07-13 00:00:00.000,2019,3,7,July,13,7,Saturday,2020,1
20190714,2019-07-14 00:00:00.000,2019,3,7,July,14,1,Sunday,2020,1
20190715,2019-07-15 00:00:00.000,2019,3,7,July,15,2,Monday,2020,1
20190716,2019-07-16 00:00:00.000,2019,3,7,July,16,3,Tuesday,2020,1
20190717,2019-07-17 00:00:00.000,2019,3,7,July,17,4,Wednesday,2020,1
20190718,2019-07-18 00:00:00.000,2019,3,7,July,18,5,Thursday,2020,1
20190719,2019-07-19 00:00:00.000,2019,3,7,July,19,6,Friday,2020,1
20190720,2019-07-20 00:00:00.000,2019,3,7,July,20,7,Saturday,2020,1
20190721,2019-07-21 00:00:00.000,2019,3,7,July,21,1,Sunday,2020,1
20190722,2019-07-22 00:00:00.000,2019,3,7,July,22,2,Monday,2020,1
20190723,2019-07-23 00:00:00.000,2019,3,7,July,23,3,Tuesday,2020,1
20190724,2019-07-24 00:00:00.000,2019,3,7,July,24,4,Wednesday,2020,1
20190725,2019-07-25 00:00:00.000,2019,3,7,July,25,5,Thursday,2020,1
20190726,2019-07-26 00:00:00.000,2019,3,7,July,26,6,Friday,2020,1
20190727,2019-07-27 00:00:00.000,2019,3,7,July,27,7,Saturday,2020,1
20190728,2019-07-28 00:00:00.000,2019,3,7,July,28,1,Sunday,2020,1
20190729,2019-07-29 00:00:00.000,2019,3,7,July,29,2,Monday,2020,1
20190730,2019-07-30 00:00:00.000,2019,3,7,July,30,3,Tuesday,2020,1
20190731,2019-07-31 00:00:00.000,2019,3,7,July,31,4,Wednesday,2020,1
20190801,2019-08-01 00:00:00.000,2019,3,8,August,1,5,Thursday,2020,1
20190802,2019-08-02 00:00:00.000,2019,3,8,August,2,6,Friday,2020,1
20190803,2019-08-03 00:00:00.000,2019,3,8,August,3,7,Saturday,2020,1
20190804,2019-08-04 00:00:00.000,2019,3,8,August,4,1,Sunday,2020,1
20190805,2019-08-05 00:00:00.000,2019,3,8,August,5,2,Monday,2020,1
20190806,2019-08-06 00:00:00.000,2019,3,8,August,6,3,Tuesday,2020,1
20190807,2019-08-07 00:00:00.000,2019,3,8,August,7,4,Wednesday,2020,1
20190808,2019-08-08 00:00:00.000,2019,3,8,August,8,5,Thursday,2020,1
20190809,2019-08-09 00:00:00.000,2019,3,8,August,9,6,Friday,2020,1
20190810,2019-08-10 00:00:00.000,2019,3,8,August,10,7,Saturday,2020,1
20190811,2019-08-11 00:00:00.000,2019,3,8,August,11,1,Sunday,2020,1
20190812,2019-08-12 00:00:00.000,2019,3,8,August,12,2,Monday,2020,1
20190813,2019-08-13 00:00:00.000,2019,3,8,August,13,3,Tuesday,2020,1
20190814,2019-08-14 00:00:00.000,2019,3,8,August,14,4,Wednesday,2020,1
20190815,2019-08-15 00:00:00.000,2019,3,8,August,15,5,Thursday,2020,1
20190816,2019-08-16 00:00:00.000,2019,3,8,August,16,6,Friday,2020,1
20190817,2019-08-17 00:00:00.000,2019,3,8,August,17,7,Saturday,2020,1
20190818,2019-08-18 00:00:00.000,2019,3,8,August,18,1,Sunday,2020,1
20190819,2019-08-19 00:00:00.000,2019,3,8,August,19,2,Monday,2020,1
20190820,2019-08-20 00:00:00.000,2019,3,8,August,20,3,Tuesday,2020,1
20190821,2019-08-21 00:00:00.000,2019,3,8,August,21,4,Wednesday,2020,1
20190822,2019-08-22 00:00:00.000,2019,3,8,August,22,5,Thursday,2020,1
20190823,2019-08-23 00:00:00.000,2019,3,8,August,23,6,Friday,2020,1
20190824,2019-08-24 00:00:00.000,2019,3,8,August,24,7,Saturday,2020,1
20190825,2019-08-25 00:00:00.000,2019,3,8,August,25,1,Sunday,2020,1
20190826,2019-08-26 00:00:00.000,2019,3,8,August,26,2,Monday,2020,1
20190827,2019-08-27 00:00:00.000,2019,3,8,August,27,3,Tuesday,2020,1
20190828,2019-08-28 00:00:00.000,2019,3,8,August,28,4,Wednesday,2020,1
20190829,2019-08-29 00:00:00.000,2019,3,8,August,29,5,Thursday,2020,1
20190830,2019-08-30 00:00:00.000,2019,3,8,August,30,6,Friday,2020,1
20190831,2019-08-31 00:00:00.000,2019,3,8,August,31,7,Saturday,2020,1
20190901,2019-09-01 00:00:00.000,2019,3,9,September,1,1,Sunday,2020,1
20190902,2019-09-02 00:00:00.000,2019,3,9,September,2,2,Monday,2020,1
20190903,2019-09-03 00:00:00.000,2019,3,9,September,3,3,Tuesday,2020,1
20190904,2019-09-04 00:00:00.000,2019,3,9,September,4,4,Wednesday,2020,1
20190905,2019-09-05 00:00:00.000,2019,3,9,September,5,5,Thursday,2020,1
20190906,2019-09-06 00:00:00.000,2019,3,9,September,6,6,Friday,2020,1
20190907,2019-09-07 00:00:00.000,2019,3,9,September,7,7,Saturday,2020,1
20190908,2019-09-08 00:00:00.000,2019,3,9,September,8,1,Sunday,2020,1
20190909,2019-09-09 00:00:00.000,2019,3,9,September,9,2,Monday,2020,1
20190910,2019-09-10 00:00:00.000,2019,3,9,September,10,3,Tuesday,2020,1
20190911,2019-09-11 00:00:00.000,2019,3,9,September,11,4,Wednesday,2020,1
20190912,2019-09-12 00:00:00.000,2019,3,9,September,12,5,Thursday,2020,1
20190913,2019-09-13 00:00:00.000,2019,3,9,September,13,6,Friday,2020,1
20190914,2019-09-14 00:00:00.000,2019,3,9,September,14,7,Saturday,2020,1
20190915,2019-09-15 00:00:00.000,2019,3,9,September,15,1,Sunday,2020,1
20190916,2019-09-16 00:00:00.000,2019,3,9,September,16,2,Monday,2020,1
20190917,2019-09-17 00:00:00.000,2019,3,9,September,17,3,Tuesday,2020,1
20190918,2019-09-18 00:00:00.000,2019,3,9,September,18,4,Wednesday,2020,1
20190919,2019-09-19 00:00:00.000,2019,3,9,September,19,5,Thursday,2020,1
20190920,2019-09-20 00:00:00.000,2019,3,9,September,20,6,Friday,2020,1
20190921,2019-09-21 00:00:00.000,2019,3,9,September,21,7,Saturday,2020,1
20190922,2019-09-22 00:00:00.000,2019,3,9,September,22,1,Sunday,2020,1
20190923,2019-09-23 00:00:00.000,2019,3,9,September,23,2,Monday,2020,1
20190924,2019-09-24 00:00:00.000,2019,3,9,September,24,3,Tuesday,2020,1
20190925,2019-09-25 00:00:00.000,2019,3,9,September,25,4,Wednesday,2020,1
20190926,2019-09-26 00:00:00.000,2019,3,9,September,26,5,Thursday,2020,1
20190927,2019-09-27 00:00:00.000,2019,3,9,September,27,6,Friday,2020,1
20190928,2019-09-28 00:00:00.000,2019,3,9,September,28,7,Saturday,2020,1
20190929,2019-09-29 00:00:00.000,2019,3,9,September,29,1,Sunday,2020,1
20190930,2019-09-30 00:00:00.000,2019,3,9,September,30,2,Monday,2020,1
20191001,2019-10-01 00:00:00.000,2019,4,10,October,1,3,Tuesday,2020,2
20191002,2019-10-02 00:00:00.000,2019,4,10,October,2,4,Wednesday,2020,2
20191003,2019-10-03 00:00:00.000,2019,4,10,October,3,5,Thursday,2020,2
20191004,2019-10-04 00:00:00.000,2019,4,10,October,4,6,Friday,2020,2
20191005,2019-10-05 00:00:00.000,2019,4,10,October,5,7,Saturday,2020,2
20191006,2019-10-06 00:00:00.000,2019,4,10,October,6,1,Sunday,2020,2
20191007,2019-10-07 00:00:00.000,2019,4,10,October,7,2,Monday,2020,2
20191008,2019-10-08 00:00:00.000,2019,4,10,October,8,3,Tuesday,2020,2
20191009,2019-10-09 00:00:00.000,2019,4,10,October,9,4,Wednesday,2020,2
20191010,2019-10-10 00:00:00.000,2019,4,10,October,10,5,Thursday,2020,2
20191011,2019-10-11 00:00:00.000,2019,4,10,October,11,6,Friday,2020,2
20191012,2019-10-12 00:00:00.000,2019,4,10,October,12,7,Saturday,2020,2
20191013,2019-10-13 00:00:00.000,2019,4,10,October,13,1,Sunday,2020,2
20191014,2019-10-14 00:00:00.000,2019,4,10,October,14,2,Monday,2020,2
20191015,2019-10-15 00:00:00.000,2019,4,10,October,15,3,Tuesday,2020,2
20191016,2019-10-16 00:00:00.000,2019,4,10,October,16,4,Wednesday,2020,2
20191017,2019-10-17 00:00:00.000,2019,4,10,October,17,5,Thursday,2020,2
20191018,2019-10-18 00:00:00.000,2019,4,10,October,18,6,Friday,2020,2
20191019,2019-10-19 00:00:00.000,2019,4,10,October,19,7,Saturday,2020,2
20191020,2019-10-20 00:00:00.000,2019,4,10,October,20,1,Sunday,2020,2
20191021,2019-10-21 00:00:00.000,2019,4,10,October,21,2,Monday,2020,2
20191022,2019-10-22 00:00:00.000,2019,4,10,October,22,3,Tuesday,2020,2
20191023,2019-10-23 00:00:00.000,2019,4,10,October,23,4,Wednesday,2020,2
20191024,2019-10-24 00:00:00.000,2019,4,10,October,24,5,Thursday,2020,2
20191025,2019-10-25 00:00:00.000,2019,4,10,October,25,6,Friday,2020,2
20191026,2019-10-26 00:00:00.000,2019,4,10,October,26,7,Saturday,2020,2
20191027,2019-10-27 00:00:00.000,2019,4,10,October,27,1,Sunday,2020,2
20191028,2019-10-28 00:00:00.000,2019,4,10,October,28,2,Monday,2020,2
20191029,2019-10-29 00:00:00.000,2019,4,10,October,29,3,Tuesday,2020,2
20191030,2019-10-30 00:00:00.000,2019,4,10,October,30,4,Wednesday,2020,2
20191031,2019-10-31 00:00:00.000,2019,4,10,October,31,5,Thursday,2020,2
20191101,2019-11-01 00:00:00.000,2019,4,11,November,1,6,Friday,2020,2
20191102,2019-11-02 00:00:00.000,2019,4,11,November,2,7,Saturday,2020,2
20191103,2019-11-03 00:00:00.000,2019,4,11,November,3,1,Sunday,2020,2
20191104,2019-11-04 00:00:00.000,2019,4,11,November,4,2,Monday,2020,2
20191105,2019-11-05 00:00:00.000,2019,4,11,November,5,3,Tuesday,2020,2
20191106,2019-11-06 00:00:00.000,2019,4,11,November,6,4,Wednesday,2020,2
20191107,2019-11-07 00:00:00.000,2019,4,11,November,7,5,Thursday,2020,2
20191108,2019-11-08 00:00:00.000,2019,4,11,November,8,6,Friday,2020,2
20191109,2019-11-09 00:00:00.000,2019,4,11,November,9,7,Saturday,2020,2
20191110,2019-11-10 00:00:00.000,2019,4,11,November,10,1,Sunday,2020,2
20191111,2019-11-11 00:00:00.000,2019,4,11,November,11,2,Monday,2020,2
20191112,2019-11-12 00:00:00.000,2019,4,11,November,12,3,Tuesday,2020,2
20191113,2019-11-13 00:00:00.000,2019,4,11,November,13,4,Wednesday,2020,2
20191114,2019-11-14 00:00:00.000,2019,4,11,November,14,5,Thursday,2020,2
20191115,2019-11-15 00:00:00.000,2019,4,11,November,15,6,Friday,2020,2
20191116,2019-11-16 00:00:00.000,2019,4,11,November,16,7,Saturday,2020,2
20191117,2019-11-17 00:00:00.000,2019,4,11,November,17,1,Sunday,2020,2
20191118,2019-11-18 00:00:00.000,2019,4,11,November,18,2,Monday,2020,2
20191119,2019-11-19 00:00:00.000,2019,4,11,November,19,3,Tuesday,2020,2
20191120,2019-11-20 00:00:00.000,2019,4,11,November,20,4,Wednesday,2020,2
20191121,2019-11-21 00:00:00.000,2019,4,11,November,21,5,Thursday,2020,2
20191122,2019-11-22 00:00:00.000,2019,4,11,November,22,6,Friday,2020,2
20191123,2019-11-23 00:00:00.000,2019,4,11,November,23,7,Saturday,2020,2
20191124,2019-11-24 00:00:00.000,2019,4,11,November,24,1,Sunday,2020,2
20191125,2019-11-25 00:00:00.000,2019,4,11,November,25,2,Monday,2020,2
20191126,2019-11-26 00:00:00.000,2019,4,11,November,26,3,Tuesday,2020,2
20191127,2019-11-27 00:00:00.000,2019,4,11,November,27,4,Wednesday,2020,2
20191128,2019-11-28 00:00:00.000,2019,4,11,November,28,5,Thursday,2020,2
20191129,2019-11-29 00:00:00.000,2019,4,11,November,29,6,Friday,2020,2
20191130,2019-11-30 00:00:00.000,2019,4,11,November,30,7,Saturday,2020,2
20191201,2019-12-01 00:00:00.000,2019,4,12,December,1,1,Sunday,2020,2
20191202,2019-12-02 00:00:00.000,2019,4,12,December,2,2,Monday,2020,2
20191203,2019-12-03 00:00:00.000,2019,4,12,December,3,3,Tuesday,2020,2
20191204,2019-12-04 00:00:00.000,2019,4,12,December,4,4,Wednesday,2020,2
20191205,2019-12-05 00:00:00.000,2019,4,12,December,5,5,Thursday,2020,2
20191206,2019-12-06 00:00:00.000,2019,4,12,December,6,6,Friday,2020,2
20191207,2019-12-07 00:00:00.000,2019,4,12,December,7,7,Saturday,2020,2
20191208,2019-12-08 00:00:00.000,2019,4,12,December,8,1,Sunday,2020,2
20191209,2019-12-09 00:00:00.000,2019,4,12,December,9,2,Monday,2020,2
20191210,2019-12-10 00:00:00.000,2019,4,12,December,10,3,Tuesday,2020,2
20191211,2019-12-11 00:00:00.000,2019,4,12,December,11,4,Wednesday,2020,2
20191212,2019-12-12 00:00:00.000,2019,4,12,December,12,5,Thursday,2020,2
20191213,2019-12-13 00:00:00.000,2019,4,12,December,13,6,Friday,2020,2
20191214,2019-12-14 00:00:00.000,2019,4,12,December,14,7,Saturday,2020,2
20191215,2019-12-15 00:00:00.000,2019,4,12,December,15,1,Sunday,2020,2
20191216,2019-12-16 00:00:00.000,2019,4,12,December,16,2,Monday,2020,2
20191217,2019-12-17 00:00:00.000,2019,4,12,December,17,3,Tuesday,2020,2
20191218,2019-12-18 00:00:00.000,2019,4,12,December,18,4,Wednesday,2020,2
20191219,2019-12-19 00:00:00.000,2019,4,12,December,19,5,Thursday,2020,2
20191220,2019-12-20 00:00:00.000,2019,4,12,December,20,6,Friday,2020,2
20191221,2019-12-21 00:00:00.000,2019,4,12,December,21,7,Saturday,2020,2
20191222,2019-12-22 00:00:00.000,2019,4,12,December,22,1,Sunday,2020,2
20191223,2019-12-23 00:00:00.000,2019,4,12,December,23,2,Monday,2020,2
20191224,2019-12-24 00:00:00.000,2019,4,12,December,24,3,Tuesday,2020,2
20191225,2019-12-25 00:00:00.000,2019,4,12,December,25,4,Wednesday,2020,2
20191226,2019-12-26 00:00:00.000,2019,4,12,December,26,5,Thursday,2020,2
20191227,2019-12-27 00:00:00.000,2019,4,12,December,27,6,Friday,2020,2
20191228,2019-12-28 00:00:00.000,2019,4,12,December,28,7,Saturday,2020,2
20191229,2019-12-29 00:00:00.000,2019,4,12,December,29,1,Sunday,2020,2
20191230,2019-12-30 00:00:00.000,2019,4,12,December,30,2,Monday,2020,2
20191231,2019-12-31 00:00:00.000,2019,4,12,December,31,3,Tuesday,2020,2
20200101,2020-01-01 00:00:00.000,2020,1,1,January,1,4,Wednesday,2020,3
20200102,2020-01-02 00:00:00.000,2020,1,1,January,2,5,Thursday,2020,3
20200103,2020-01-03 00:00:00.000,2020,1,1,January,3,6,Friday,2020,3
20200104,2020-01-04 00:00:00.000,2020,1,1,January,4,7,Saturday,2020,3
20200105,2020-01-05 00:00:00.000,2020,1,1,January,5,1,Sunday,2020,3
20200106,2020-01-06 00:00:00.000,2020,1,1,January,6,2,Monday,2020,3
20200107,2020-01-07 00:00:00.000,2020,1,1,January,7,3,Tuesday,2020,3
20200108,2020-01-08 00:00:00.000,2020,1,1,January,8,4,Wednesday,2020,3
20200109,2020-01-09 00:00:00.000,2020,1,1,January,9,5,Thursday,2020,3
20200110,2020-01-10 00:00:00.000,2020,1,1,January,10,6,Friday,2020,3
20200111,2020-01-11 00:00:00.000,2020,1,1,January,11,7,Saturday,2020,3
20200112,2020-01-12 00:00:00.000,2020,1,1,January,12,1,Sunday,2020,3
20200113,2020-01-13 00:00:00.000,2020,1,1,January,13,2,Monday,2020,3
20200114,2020-01-14 00:00:00.000,2020,1,1,January,14,3,Tuesday,2020,3
20200115,2020-01-15 00:00:00.000,2020,1,1,January,15,4,Wednesday,2020,3
20200116,2020-01-16 00:00:00.000,2020,1,1,January,16,5,Thursday,2020,3
20200117,2020-01-17 00:00:00.000,2020,1,1,January,17,6,Friday,2020,3
20200118,2020-01-18 00:00:00.000,2020,1,1,January,18,7,Saturday,2020,3
20200119,2020-01-19 00:00:00.000,2020,1,1,January,19,1,Sunday,2020,3
20200120,2020-01-20 00:00:00.000,2020,1,1,January,20,2,Monday,2020,3
20200121,2020-01-21 00:00:00.000,2020,1,1,January,21,3,Tuesday,2020,3
20200122,2020-01-22 00:00:00.000,2020,1,1,January,22,4,Wednesday,2020,3
20200123,2020-01-23 00:00:00.000,2020,1,1,January,23,5,Thursday,2020,3
20200124,2020-01-24 00:00:00.000,2020,1,1,January,24,6,Friday,2020,3
20200125,2020-01-25 00:00:00.000,2020,1,1,January,25,7,Saturday,2020,3
20200126,2020-01-26 00:00:00.000,2020,1,1,January,26,1,Sunday,2020,3
20200127,2020-01-27 00:00:00.000,2020,1,1,January,27,2,Monday,2020,3
20200128,2020-01-28 00:00:00.000,2020,1,1,January,28,3,Tuesday,2020,3
20200129,2020-01-29 00:00:00.000,2020,1,1,January,29,4,Wednesday,2020,3
20200130,2020-01-30 00:00:00.000,2020,1,1,January,30,5,Thursday,2020,3
20200131,2020-01-31 00:00:00.000,2020,1,1,January,31,6,Friday,2020,3
20200201,2020-02-01 00:00:00.000,2020,1,2,February,1,7,Saturday,2020,3
20200202,2020-02-02 00:00:00.000,2020,1,2,February,2,1,Sunday,2020,3
20200203,2020-02-03 00:00:00.000,2020,1,2,February,3,2,Monday,2020,3
20200204,2020-02-04 00:00:00.000,2020,1,2,February,4,3,Tuesday,2020,3
20200205,2020-02-05 00:00:00.000,2020,1,2,February,5,4,Wednesday,2020,3
20200206,2020-02-06 00:00:00.000,2020,1,2,February,6,5,Thursday,2020,3
20200207,2020-02-07 00:00:00.000,2020,1,2,February,7,6,Friday,2020,3
20200208,2020-02-08 00:00:00.000,2020,1,2,February,8,7,Saturday,2020,3
20200209,2020-02-09 00:00:00.000,2020,1,2,February,9,1,Sunday,2020,3
20200210,2020-02-10 00:00:00.000,2020,1,2,February,10,2,Monday,2020,3
20200211,2020-02-11 00:00:00.000,2020,1,2,February,11,3,Tuesday,2020,3
20200212,2020-02-12 00:00:00.000,2020,1,2,February,12,4,Wednesday,2020,3
20200213,2020-02-13 00:00:00.000,2020,1,2,February,13,5,Thursday,2020,3
20200214,2020-02-14 00:00:00.000,2020,1,2,February,14,6,Friday,2020,3
20200215,2020-02-15 00:00:00.000,2020,1,2,February,15,7,Saturday,2020,3
20200216,2020-02-16 00:00:00.000,2020,1,2,February,16,1,Sunday,2020,3
20200217,2020-02-17 00:00:00.000,2020,1,2,February,17,2,Monday,2020,3
20200218,2020-02-18 00:00:00.000,2020,1,2,February,18,3,Tuesday,2020,3
20200219,2020-02-19 00:00:00.000,2020,1,2,February,19,4,Wednesday,2020,3
20200220,2020-02-20 00:00:00.000,2020,1,2,February,20,5,Thursday,2020,3
20200221,2020-02-21 00:00:00.000,2020,1,2,February,21,6,Friday,2020,3
20200222,2020-02-22 00:00:00.000,2020,1,2,February,22,7,Saturday,2020,3
20200223,2020-02-23 00:00:00.000,2020,1,2,February,23,1,Sunday,2020,3
20200224,2020-02-24 00:00:00.000,2020,1,2,February,24,2,Monday,2020,3
20200225,2020-02-25 00:00:00.000,2020,1,2,February,25,3,Tuesday,2020,3
20200226,2020-02-26 00:00:00.000,2020,1,2,February,26,4,Wednesday,2020,3
20200227,2020-02-27 00:00:00.000,2020,1,2,February,27,5,Thursday,2020,3
20200228,2020-02-28 00:00:00.000,2020,1,2,February,28,6,Friday,2020,3
20200229,2020-02-29 00:00:00.000,2020,1,2,February,29,7,Saturday,2020,3
20200301,2020-03-01 00:00:00.000,2020,1,3,March,1,1,Sunday,2020,3
20200302,2020-03-02 00:00:00.000,2020,1,3,March,2,2,Monday,2020,3
20200303,2020-03-03 00:00:00.000,2020,1,3,March,3,3,Tuesday,2020,3
20200304,2020-03-04 00:00:00.000,2020,1,3,March,4,4,Wednesday,2020,3
20200305,2020-03-05 00:00:00.000,2020,1,3,March,5,5,Thursday,2020,3
20200306,2020-03-06 00:00:00.000,2020,1,3,March,6,6,Friday,2020,3
20200307,2020-03-07 00:00:00.000,2020,1,3,March,7,7,Saturday,2020,3
20200308,2020-03-08 00:00:00.000,2020,1,3,March,8,1,Sunday,2020,3
20200309,2020-03-09 00:00:00.000,2020,1,3,March,9,2,Monday,2020,3
20200310,2020-03-10 00:00:00.000,2020,1,3,March,10,3,Tuesday,2020,3
20200311,2020-03-11 00:00:00.000,2020,1,3,March,11,4,Wednesday,2020,3
20200312,2020-03-12 00:00:00.000,2020,1,3,March,12,5,Thursday,2020,3
20200313,2020-03-13 00:00:00.000,2020,1,3,March,13,6,Friday,2020,3
20200314,2020-03-14 00:00:00.000,2020,1,3,March,14,7,Saturday,2020,3
20200315,2020-03-15 00:00:00.000,2020,1,3,March,15,1,Sunday,2020,3
20200316,2020-03-16 00:00:00.000,2020,1,3,March,16,2,Monday,2020,3
20200317,2020-03-17 00:00:00.000,2020,1,3,March,17,3,Tuesday,2020,3
20200318,2020-03-18 00:00:00.000,2020,1,3,March,18,4,Wednesday,2020,3
20200319,2020-03-19 00:00:00.000,2020,1,3,March,19,5,Thursday,2020,3
20200320,2020-03-20 00:00:00.000,2020,1,3,March,20,6,Friday,2020,3
20200321,2020-03-21 00:00:00.000,2020,1,3,March,21,7,Saturday,2020,3
20200322,2020-03-22 00:00:00.000,2020,1,3,March,22,1,Sunday,2020,3
20200323,2020-03-23 00:00:00.000,2020,1,3,March,23,2,Monday,2020,3
20200324,2020-03-24 00:00:00.000,2020,1,3,March,24,3,Tuesday,2020,3
20200325,2020-03-25 00:00:00.000,2020,1,3,March,25,4,Wednesday,2020,3
20200326,2020-03-26 00:00:00.000,2020,1,3,March,26,5,Thursday,2020,3
20200327,2020-03-27 00:00:00.000,2020,1,3,March,27,6,Friday,2020,3
20200328,2020-03-28 00:00:00.000,2020,1,3,March,28,7,Saturday,2020,3
20200329,2020-03-29 00:00:00.000,2020,1,3,March,29,1,Sunday,2020,3
20200330,2020-03-30 00:00:00.000,2020,1,3,March,30,2,Monday,2020,3
20200331,2020-03-31 00:00:00.000,2020,1,3,March,31,3,Tuesday,2020,3
20200401,2020-04-01 00:00:00.000,2020,2,4,April,1,4,Wednesday,2020,4
20200402,2020-04-02 00:00:00.000,2020,2,4,April,2,5,Thursday,2020,4
20200403,2020-04-03 00:00:00.000,2020,2,4,April,3,6,Friday,2020,4
20200404,2020-04-04 00:00:00.000,2020,2,4,April,4,7,Saturday,2020,4
20200405,2020-04-05 00:00:00.000,2020,2,4,April,5,1,Sunday,2020,4
20200406,2020-04-06 00:00:00.000,2020,2,4,April,6,2,Monday,2020,4
20200407,2020-04-07 00:00:00.000,2020,2,4,April,7,3,Tuesday,2020,4
20200408,2020-04-08 00:00:00.000,2020,2,4,April,8,4,Wednesday,2020,4
20200409,2020-04-09 00:00:00.000,2020,2,4,April,9,5,Thursday,2020,4
20200410,2020-04-10 00:00:00.000,2020,2,4,April,10,6,Friday,2020,4
20200411,2020-04-11 00:00:00.000,2020,2,4,April,11,7,Saturday,2020,4
20200412,2020-04-12 00:00:00.000,2020,2,4,April,12,1,Sunday,2020,4
20200413,2020-04-13 00:00:00.000,2020,2,4,April,13,2,Monday,2020,4
20200414,2020-04-14 00:00:00.000,2020,2,4,April,14,3,Tuesday,2020,4
20200415,2020-04-15 00:00:00.000,2020,2,4,April,15,4,Wednesday,2020,4
20200416,2020-04-16 00:00:00.000,2020,2,4,April,16,5,Thursday,2020,4
20200417,2020-04-17 00:00:00.000,2020,2,4,April,17,6,Friday,2020,4
20200418,2020-04-18 00:00:00.000,2020,2,4,April,18,7,Saturday,2020,4
20200419,2020-04-19 00:00:00.000,2020,2,4,April,19,1,Sunday,2020,4
20200420,2020-04-20 00:00:00.000,2020,2,4,April,20,2,Monday,2020,4
20200421,2020-04-21 00:00:00.000,2020,2,4,April,21,3,Tuesday,2020,4
20200422,2020-04-22 00:00:00.000,2020,2,4,April,22,4,Wednesday,2020,4
20200423,2020-04-23 00:00:00.000,2020,2,4,April,23,5,Thursday,2020,4
20200424,2020-04-24 00:00:00.000,2020,2,4,April,24,6,Friday,2020,4
20200425,2020-04-25 00:00:00.000,2020,2,4,April,25,7,Saturday,2020,4
20200426,2020-04-26 00:00:00.000,2020,2,4,April,26,1,Sunday,2020,4
20200427,2020-04-27 00:00:00.000,2020,2,4,April,27,2,Monday,2020,4
20200428,2020-04-28 00:00:00.000,2020,2,4,April,28,3,Tuesday,2020,4
20200429,2020-04-29 00:00:00.000,2020,2,4,April,29,4,Wednesday,2020,4
20200430,2020-04-30 00:00:00.000,2020,2,4,April,30,5,Thursday,2020,4
20200501,2020-05-01 00:00:00.000,2020,2,5,May,1,6,Friday,2020,4
20200502,2020-05-02 00:00:00.000,2020,2,5,May,2,7,Saturday,2020,4
20200503,2020-05-03 00:00:00.000,2020,2,5,May,3,1,Sunday,2020,4
20200504,2020-05-04 00:00:00.000,2020,2,5,May,4,2,Monday,2020,4
20200505,2020-05-05 00:00:00.000,2020,2,5,May,5,3,Tuesday,2020,4
20200506,2020-05-06 00:00:00.000,2020,2,5,May,6,4,Wednesday,2020,4
20200507,2020-05-07 00:00:00.000,2020,2,5,May,7,5,Thursday,2020,4
